Zip Code ZCTA,State,City,2010 Census Population,Latitude,Longitude
2892,RI,West Kingston,4988,41.5,-71.59
2893,RI,West Warwick,29630,41.69,-71.51
2894,RI,Wood River Junction,722,41.45,-71.7
2895,RI,Woonsocket,41186,41.99,-71.5
2896,RI,North Smithfield,11537,41.95,-71.55
2898,RI,Wyoming,1696,41.52,-71.67
2903,RI,Providence,10780,41.82,-71.41
2904,RI,Providence,29359,41.82,-71.41
2905,RI,Providence,25223,41.82,-71.41
2906,RI,Providence,28387,41.82,-71.41
2907,RI,Providence,27445,41.82,-71.41
2908,RI,Providence,37467,41.82,-71.41
2909,RI,Providence,43540,41.82,-71.41
2910,RI,Cranston,21000,41.76,-71.48
2911,RI,North Providence,15574,41.86,-71.45
2912,RI,Providence,1370,41.82,-71.41
2914,RI,East Providence,21963,41.8,-71.35
2915,RI,Riverside,16897,41.77,-71.35
2916,RI,Rumford,8139,41.84,-71.35
2917,RI,Smithfield,13762,41.9,-71.53
2919,RI,Johnston,28790,41.81,-71.46
2920,RI,Cranston,37547,41.76,-71.48
2921,RI,Cranston,12361,41.76,-71.48
3031,NH,Amherst,11247,42.86,-71.61
3032,NH,Auburn,4953,43,-71.34
3033,NH,Brookline,4987,42.73,-71.66
3034,NH,Candia,3970,43.07,-71.27
3036,NH,Chester,4782,42.95,-71.25
3037,NH,Deerfield,4219,43.14,-71.21
3038,NH,Derry,33269,42.89,-71.28
3042,NH,Epping,6341,43.03,-71.07
3043,NH,Francestown,1573,42.98,-71.8
3044,NH,Fremont,4263,42.99,-71.14
3045,NH,Goffstown,13560,43.01,-71.6
3046,NH,Dunbarton,2758,43.1,-71.59
3047,NH,Greenfield,1767,42.95,-71.85
3048,NH,Greenville,3426,42.76,-71.79
3049,NH,Hollis,7688,42.73,-71.58
3051,NH,Hudson,24480,42.76,-71.43
3052,NH,Litchfield,8258,42.83,-71.46
3053,NH,Londonderry,23957,42.85,-71.36
3054,NH,Merrimack,25477,42.86,-71.48
3055,NH,Milford,15086,42.83,-71.66
3057,NH,Mont Vernon,2500,42.9,-71.66
3060,NH,Nashua,29357,42.74,-71.49
3062,NH,Nashua,26694,42.74,-71.49
3063,NH,Nashua,16216,42.74,-71.49
3064,NH,Nashua,14227,42.74,-71.49
3070,NH,New Boston,5254,42.96,-71.68
3071,NH,New Ipswich,5109,42.75,-71.85
3076,NH,Pelham,12897,42.73,-71.31
3077,NH,Raymond,10155,43.03,-71.17
3079,NH,Salem,28776,42.78,-71.2
3082,NH,Lyndeborough,1615,42.9,-71.75
3084,NH,Temple,1366,42.81,-71.83
3086,NH,Wilton,3728,42.84,-71.73
3087,NH,Windham,13592,42.8,-71.3
3101,NH,Manchester,3049,42.99,-71.45
3102,NH,Manchester,31096,42.99,-71.45
3103,NH,Manchester,36476,42.99,-71.45
3104,NH,Manchester,32798,42.99,-71.45
3106,NH,Hooksett,13374,43.09,-71.45
3109,NH,Manchester,10314,42.99,-71.45
3110,NH,Bedford,21203,42.95,-71.5
3215,NH,Waterville Valley,247,43.95,-71.5
3216,NH,Andover,2159,43.43,-71.82
3217,NH,Ashland,2076,43.69,-71.63
3218,NH,Barnstead,960,43.33,-71.29
3220,NH,Belmont,7430,43.44,-71.47
3221,NH,Bradford,2091,43.27,-71.96
3222,NH,Bristol,5353,43.6,-71.74
3223,NH,Campton,3427,43.86,-71.63
3224,NH,Canterbury,2318,43.33,-71.56
3225,NH,Center Barnstead,3660,43.33,-71.23
3226,NH,Center Harbor,1117,43.7,-71.22
3227,NH,Center Sandwich,925,43.83,-71.47
3229,NH,Contoocook,5589,43.22,-71.71
3230,NH,Danbury,1231,43.52,-71.86
3231,NH,East Andover,202,43.48,-71.76
3233,NH,Elkins,115,43.4,-71.94
3234,NH,Epsom,4572,43.22,-71.33
3235,NH,Franklin,8562,43.45,-71.66
3237,NH,Gilmanton,2254,43.42,-71.41
3238,NH,Glencliff,75,43.98,-71.9
3240,NH,Grafton,1340,43.55,-71.94
3241,NH,Hebron,876,43.69,-71.8
3242,NH,Henniker,4836,43.17,-71.81
3243,NH,Hill,1085,43.52,-71.7
3244,NH,Hillsborough,8092,43.12,-71.92
3245,NH,Holderness,2027,43.73,-71.58
3246,NH,Laconia,15963,43.56,-71.48
3249,NH,Gilford,7113,43.53,-71.38
3251,NH,Lincoln,1662,44.04,-71.67
3253,NH,Meredith,6219,43.65,-71.5
3254,NH,Moultonborough,4049,43.75,-71.39
3255,NH,Newbury,2090,43.32,-72.03
3256,NH,New Hampton,2169,43.6,-71.65
3257,NH,New London,4455,43.41,-71.98
3258,NH,Chichester,2517,43.25,-71.39
3259,NH,North Sandwich,368,43.86,-71.38
3260,NH,North Sutton,809,43.36,-71.94
3261,NH,Northwood,4246,43.19,-71.15
3262,NH,North Woodstock,1231,44.01,-71.73
3263,NH,Pittsfield,4114,43.3,-71.33
3264,NH,Plymouth,7468,43.73,-71.69
3266,NH,Rumney,2163,43.8,-71.81
3268,NH,Salisbury,1272,43.38,-71.71
3269,NH,Sanbornton,2966,43.48,-71.58
3273,NH,South Sutton,312,43.31,-71.92
3275,NH,Suncook,11437,43.13,-71.45
3276,NH,Tilton,8324,43.44,-71.58
3278,NH,Warner,2952,43.28,-71.81
3279,NH,Warren,829,43.92,-71.89
3280,NH,Washington,1123,43.17,-72.09
3281,NH,Weare,8785,43.1,-71.73
3282,NH,Wentworth,902,43.87,-71.91
3284,NH,Springfield,999,43.49,-72.03
3285,NH,Thornton,2479,43.93,-71.62
3287,NH,Wilmot,1295,43.45,-71.91
3290,NH,Nottingham,4731,43.11,-71.1
3291,NH,West Nottingham,39,43.13,-71.12
3293,NH,Woodstock,143,43.97,-71.68
3301,NH,Concord,33008,43.23,-71.56
3303,NH,Concord,15524,43.23,-71.56
3304,NH,Bow,7519,43.13,-71.54
3307,NH,Loudon,5334,43.28,-71.46
3431,NH,Keene,25280,42.95,-72.29
3440,NH,Antrim,2692,43.03,-71.94
3441,NH,Ashuelot,395,42.81,-72.44
3442,NH,Bennington,1491,43,-71.93
3443,NH,Chesterfield,742,42.88,-72.46
3444,NH,Dublin,1590,42.91,-72.06
3445,NH,Sullivan,691,43.01,-72.21
3446,NH,Swanzey,6285,42.86,-72.28
3447,NH,Fitzwilliam,2422,42.78,-72.15
3448,NH,Gilsum,811,43.05,-72.26
3449,NH,Hancock,1654,42.96,-71.98
3450,NH,Harrisville,961,42.95,-72.1
3451,NH,Hinsdale,4077,42.78,-72.48
3452,NH,Jaffrey,5457,42.81,-72.02
3455,NH,Marlborough,2086,42.9,-72.21
3456,NH,Marlow,742,43.11,-72.2
3457,NH,Nelson,852,42.99,-72.12
3458,NH,Peterborough,6643,42.87,-71.96
3461,NH,Rindge,6014,42.75,-72.01
3462,NH,Spofford,1562,42.9,-72.4
3464,NH,Stoddard,1109,43.08,-72.1
3465,NH,Troy,2156,42.83,-72.18
3466,NH,West Chesterfield,1332,42.87,-72.51
3467,NH,Westmoreland,1842,42.96,-72.45
3470,NH,Winchester,5033,42.77,-72.38
3561,NH,Littleton,5939,44.31,-71.76
3570,NH,Berlin,10051,44.48,-71.25
3574,NH,Bethlehem,2526,44.28,-71.68
3575,NH,Bretton Woods,124,44.34,-71.55
3576,NH,Colebrook,3238,44.89,-71.49
3579,NH,Errol,103,44.78,-71.13
3579,NH,Errol,358,44.78,-71.13
3580,NH,Franconia,1369,44.22,-71.74
3581,NH,Gorham,3230,44.39,-71.18
3582,NH,Groveton,2577,44.59,-71.51
3583,NH,Jefferson,1107,44.41,-71.47
3584,NH,Lancaster,3774,44.48,-71.56
3585,NH,Lisbon,2519,44.21,-71.9
3586,NH,Sugar Hill,547,44.23,-71.78
3588,NH,Milan,1641,44.57,-71.18
3590,NH,North Stratford,1052,44.76,-71.58
3592,NH,Pittsburg,1145,45.05,-71.39
3593,NH,Randolph,313,44.37,-71.25
3595,NH,Twin Mountain,639,44.3,-71.5
3597,NH,West Stewartstown,521,44.95,-71.49
3598,NH,Whitefield,3285,44.37,-71.61
3601,NH,Acworth,477,43.21,-72.29
3602,NH,Alstead,2654,43.15,-72.36
3603,NH,Charlestown,5412,43.23,-72.42
3604,NH,Drewsville,69,43.12,-72.39
3605,NH,Lempster,1160,43.23,-72.21
3607,NH,South Acworth,322,43.18,-72.32
3608,NH,Walpole,2811,43.08,-72.43
3609,NH,North Walpole,854,43.14,-72.44
3740,NH,Bath,911,44.16,-71.96
3741,NH,Canaan,4208,43.64,-72.01
3743,NH,Claremont,14103,43.37,-72.33
3745,NH,Cornish,1424,43.48,-72.32
3746,NH,Cornish Flat,216,43.49,-72.27
3748,NH,Enfield,4762,43.64,-72.14
3750,NH,Etna,870,43.71,-72.19
3751,NH,Georges Mills,583,43.42,-72.07
3752,NH,Goshen,810,43.3,-72.14
3753,NH,Grantham,2971,43.48,-72.13
3754,NH,Guild,86,43.37,-72.14
3755,NH,Hanover,10538,43.7,-72.27
3765,NH,Haverhill,503,44.03,-72.06
3766,NH,Lebanon,8958,43.63,-72.25
3768,NH,Lyme,1716,43.8,-72.15
3770,NH,Meriden,524,43.52,-72.27
3771,NH,Monroe,754,44.28,-72.01
3773,NH,Newport,7841,43.37,-72.17
3774,NH,North Haverhill,1966,44.09,-71.99
3777,NH,Orford,1237,43.89,-72.06
3779,NH,Piermont,790,43.96,-72.08
3780,NH,Pike,410,44,-72
3781,NH,Plainfield,1840,43.53,-72.35
3782,NH,Sunapee,2945,43.38,-72.08
3784,NH,West Lebanon,4086,43.62,-72.29
3785,NH,Woodsville,2400,44.14,-72.02
3801,NH,Portsmouth,21532,43.05,-70.78
3809,NH,Alton,3716,43.45,-71.21
3810,NH,Alton Bay,1538,43.48,-71.24
3811,NH,Atkinson,6753,42.83,-71.14
3812,NH,Bartlett,824,44.08,-71.27
3813,NH,Center Conway,3250,43.97,-71.04
3814,NH,Center Ossipee,2329,43.76,-71.12
3816,NH,Center Tuftonboro,1368,43.71,-71.25
3817,NH,Chocorua,574,43.89,-71.24
3818,NH,Conway,3807,43.97,-71.12
3819,NH,Danville,4377,42.91,-71.12
3820,NH,Dover,30039,43.19,-70.87
3823,NH,Madbury,1719,43.17,-70.93
3824,NH,Durham,14638,43.13,-70.92
3825,NH,Barrington,8512,43.22,-71.04
3826,NH,East Hampstead,2470,42.88,-71.13
3827,NH,East Kingston,3150,42.92,-71.01
3830,NH,East Wakefield,1610,43.64,-71
3832,NH,Eaton Center,395,43.9,-71.06
3833,NH,Exeter,20955,42.97,-70.94
3835,NH,Farmington,6786,43.4,-71.07
3836,NH,Freedom,1489,43.81,-71.03
3837,NH,Gilmanton Iron Works,1519,43.43,-71.34
3838,NH,Glen,1031,44.1,-71.17
3839,NH,Rochester,3735,43.3,-70.97
3840,NH,Greenland,3566,43.03,-70.83
3841,NH,Hampstead,6334,42.87,-71.18
3842,NH,Hampton,15345,42.94,-70.82
3844,NH,Hampton Falls,2238,42.91,-70.86
3845,NH,Intervale,991,44.15,-71.06
3846,NH,Jackson,799,44.14,-71.18
3847,NH,Kearsarge,294,44.06,-71.06
3848,NH,Kingston,6020,42.93,-71.05
3849,NH,Madison,1585,43.89,-71.14
3850,NH,Melvin Village,372,43.69,-71.28
3851,NH,Milton,4040,43.4,-70.98
3852,NH,Milton Mills,558,43.5,-70.97
3853,NH,Mirror Lake,602,43.63,-71.28
3854,NH,New Castle,968,43.05,-70.72
3855,NH,New Durham,2638,43.43,-71.17
3856,NH,Newfields,1680,43.03,-70.93
3857,NH,Newmarket,9006,43.07,-70.94
3858,NH,Newton,4603,42.86,-71.03
3860,NH,North Conway,4056,44.05,-71.12
3861,NH,Lee,4330,43.1,-71.01
3862,NH,North Hampton,4278,42.97,-70.83
3864,NH,Ossipee,1696,43.68,-71.11
3865,NH,Plaistow,7609,42.83,-71.09
3867,NH,Rochester,20758,43.3,-70.97
3868,NH,Rochester,5323,43.3,-70.97
3869,NH,Rollinsford,2469,43.23,-70.82
3870,NH,Rye,5162,43.01,-70.77
3871,NH,Rye Beach,136,43.01,-70.76
3872,NH,Sanbornville,3809,43.56,-71.01
3873,NH,Sandown,5711,42.92,-71.18
3874,NH,Seabrook,8776,42.89,-70.87
3875,NH,Silver Lake,833,43.87,-71.19
3878,NH,Somersworth,11824,43.25,-70.88
3882,NH,Effingham,1465,43.71,-71
3883,NH,South Tamworth,178,43.83,-71.31
3884,NH,Strafford,3964,43.32,-71.18
3885,NH,Stratham,7261,43.02,-70.91
3886,NH,Tamworth,2112,43.85,-71.26
3887,NH,Union,2154,43.45,-71.03
3890,NH,West Ossipee,327,43.83,-71.2
3894,NH,Wolfeboro,6314,43.58,-71.2
3901,ME,Berwick,7246,43.26,-70.86
3902,ME,Cape Neddick,2211,43.17,-70.61
3903,ME,Eliot,6211,43.15,-70.8
3904,ME,Kittery,7703,43.09,-70.73
3905,ME,Kittery Point,1780,43.08,-70.69
3906,ME,North Berwick,4647,43.3,-70.73
3907,ME,Ogunquit,894,43.24,-70.59
3908,ME,South Berwick,7233,43.23,-70.81
3909,ME,York,9738,43.14,-70.65
3910,ME,York Beach,328,43.18,-70.67
3911,ME,York Harbor,250,43.14,-70.64
4001,ME,Acton,2429,43.53,-70.91
4002,ME,Alfred,7351,43.47,-70.71
4003,ME,Bailey Island,330,43.73,-69.99
4005,ME,Biddeford,23146,43.46,-70.44
4006,ME,Biddeford Pool,96,43.44,-70.34
4008,ME,Bowdoinham,2723,44.01,-69.89
4009,ME,Bridgton,5151,44.06,-70.72
4010,ME,Brownfield,1597,43.93,-70.9
4011,ME,Brunswick,20278,43.91,-69.96
4015,ME,Casco,3808,44,-70.52
4017,ME,Chebeague Island,341,43.73,-70.11
4019,ME,Cliff Island,71,43.69,-70.1
4020,ME,Cornish,1403,43.8,-70.8
4021,ME,Cumberland Center,5820,43.8,-70.25
4022,ME,Denmark,1148,43.97,-70.8
4024,ME,East Baldwin,608,43.88,-70.69
4027,ME,Lebanon,6031,43.39,-70.85
4029,ME,Sebago,1725,43.89,-70.64
4030,ME,East Waterboro,2208,43.6,-70.69
4032,ME,Freeport,7879,43.85,-70.1
4037,ME,Fryeburg,3834,44.01,-70.97
4038,ME,Gorham,16381,43.68,-70.44
4039,ME,Gray,7422,43.88,-70.33
4040,ME,Harrison,3111,44.11,-70.67
4041,ME,Hiram,1613,43.87,-70.8
4042,ME,Hollis Center,4281,43.59,-70.6
4043,ME,Kennebunk,10810,43.38,-70.54
4046,ME,Kennebunkport,7496,43.35,-70.46
4047,ME,Parsonsfield,1892,43.72,-70.92
4048,ME,Limerick,2946,43.68,-70.79
4049,ME,Limington,3659,43.73,-70.71
4050,ME,Long Island,230,43.69,-70.15
4051,ME,Lovell,1153,44.12,-70.89
4055,ME,Naples,3793,43.97,-70.6
4056,ME,Newfield,257,43.64,-70.84
4057,ME,North Bridgton,56,44.1,-70.7
4061,ME,North Waterboro,3369,43.63,-70.73
4062,ME,Windham,17020,43.79,-70.4
4063,ME,Ocean Park,412,43.51,-70.38
4064,ME,Old Orchard Beach,8212,43.52,-70.38
4066,ME,Orrs Island,539,43.77,-69.96
4068,ME,Porter,1505,43.79,-70.93
4069,ME,Pownal,1465,43.89,-70.18
4071,ME,Raymond,4801,43.9,-70.47
4072,ME,Saco,18482,43.53,-70.45
4073,ME,Sanford,16189,43.44,-70.78
4074,ME,Scarborough,18760,43.59,-70.33
4076,ME,Shapleigh,2683,43.54,-70.84
4079,ME,Harpswell,3871,43.8,-69.98
4083,ME,Springvale,4525,43.46,-70.8
4084,ME,Standish,8088,43.73,-70.55
4085,ME,Steep Falls,1786,43.76,-70.64
4086,ME,Topsham,8787,43.93,-69.94
4087,ME,Waterboro,2116,43.53,-70.71
4088,ME,Waterford,1516,44.18,-70.71
4090,ME,Wells,9589,43.32,-70.58
4091,ME,West Baldwin,911,43.83,-70.77
4092,ME,Westbrook,17515,43.69,-70.35
4093,ME,Buxton,8034,43.66,-70.6
4095,ME,West Newfield,1274,43.64,-70.92
4096,ME,Yarmouth,8349,43.79,-70.2
4097,ME,North Yarmouth,3574,43.84,-70.21
4101,ME,Portland,17227,43.66,-70.25
4102,ME,Portland,17335,43.66,-70.25
4103,ME,Portland,30606,43.66,-70.25
4105,ME,Falmouth,11158,43.72,-70.24
4106,ME,South Portland,25175,43.63,-70.28
4107,ME,Cape Elizabeth,8980,43.56,-70.2
4108,ME,Peaks Island,862,43.66,-70.18
4109,ME,Portland,93,43.66,-70.25
4110,ME,Cumberland Foreside,1391,43.75,-70.2
4210,ME,Auburn,23045,44.08,-70.24
4216,ME,Andover,640,44.63,-70.75
4217,ME,Bethel,3312,44.4,-70.79
4219,ME,Bryant Pond,1472,44.37,-70.64
4220,ME,Buckfield,3077,44.28,-70.36
4221,ME,Canton,1098,44.44,-70.31
4222,ME,Durham,3848,43.92,-70.12
4224,ME,Dixfield,3040,44.53,-70.45
4226,ME,East Andover,190,44.6,-70.72
4227,ME,East Dixfield,79,44.57,-70.3
4228,ME,East Livermore,6,44.39,-70.12
4231,ME,Stoneham,236,44.25,-70.81
4234,ME,East Wilton,168,44.61,-70.18
4236,ME,Greene,4350,44.18,-70.14
4237,ME,Hanover,238,44.49,-70.69
4238,ME,Hebron,1416,44.19,-70.4
4239,ME,Jay,4851,44.5,-70.21
4240,ME,Lewiston,36592,44.08,-70.17
4250,ME,Lisbon,4228,44.01,-70.12
4252,ME,Lisbon Falls,4799,44,-70.05
4253,ME,Livermore,2095,44.33,-70.24
4254,ME,Livermore Falls,3181,44.47,-70.18
4255,ME,Greenwood,802,44.4,-70.7
4256,ME,Mechanic Falls,3064,44.11,-70.39
4257,ME,Mexico,2681,44.56,-70.54
4258,ME,Minot,2617,44.08,-70.32
4259,ME,Monmouth,3264,44.23,-70.01
4260,ME,New Gloucester,5542,43.96,-70.28
4261,ME,Newry,444,44.48,-70.78
4263,ME,Leeds,2326,44.3,-70.12
4265,ME,North Monmouth,918,44.27,-70.05
4267,ME,North Waterford,37,44.2,-70.72
4268,ME,Norway,5023,44.21,-70.55
4270,ME,Oxford,5880,44.14,-70.5
4271,ME,Paris,67,44.26,-70.49
4274,ME,Poland,5343,44.06,-70.39
4275,ME,Roxbury,514,44.66,-70.59
4276,ME,Rumford,5841,44.54,-70.56
4280,ME,Sabattus,6474,44.11,-70.1
4281,ME,South Paris,5116,44.21,-70.51
4282,ME,Turner,5734,44.25,-70.25
4284,ME,Wayne,1138,44.34,-70.06
4285,ME,Weld,433,44.69,-70.42
4286,ME,West Bethel,47,44.4,-70.86
4287,ME,Bowdoin,3224,44.04,-70.02
4289,ME,West Paris,1815,44.32,-70.57
4290,ME,Peru,1541,44.5,-70.4
4292,ME,Sumner,948,44.39,-70.43
4294,ME,Wilton,3995,44.59,-70.23
4330,ME,Augusta,26086,44.33,-69.72
4342,ME,Dresden,1672,44.1,-69.72
4343,ME,East Winthrop,25,44.33,-69.9
4344,ME,Farmingdale,2951,44.25,-69.78
4345,ME,Gardiner,11646,44.19,-69.78
4346,ME,Randolph,1772,44.23,-69.75
4347,ME,Hallowell,2355,44.29,-69.81
4348,ME,Jefferson,2976,44.2,-69.45
4349,ME,Kents Hill,1158,44.43,-70.07
4350,ME,Litchfield,3577,44.13,-69.96
4351,ME,Manchester,2571,44.32,-69.86
4352,ME,Mount Vernon,1632,44.5,-69.98
4353,ME,Whitefield,2300,44.17,-69.62
4354,ME,Palermo,1535,44.4,-69.47
4355,ME,Readfield,2600,44.38,-69.96
4357,ME,Richmond,3399,44.08,-69.79
4358,ME,South China,4276,44.39,-69.58
4359,ME,South Gardiner,388,44.17,-69.78
4360,ME,Vienna,560,44.53,-69.98
4363,ME,Windsor,2575,44.31,-69.58
4364,ME,Winthrop,6025,44.31,-69.96
4401,ME,Bangor,44899,44.83,-68.78
4406,ME,Abbot,819,45.18,-69.45
4408,ME,Aurora,176,44.85,-68.32
4410,ME,Bradford,1290,45.06,-68.93
4411,ME,Bradley,1492,44.92,-68.62
4412,ME,Brewer,9482,44.77,-68.73
4413,ME,Brookton,196,45.52,-67.76
4414,ME,Brownville,1248,45.3,-69.03
4415,ME,Brownville Junction,276,45.35,-69.05
4416,ME,Bucksport,5468,44.6,-68.79
4417,ME,Burlington,370,45.2,-68.42
4418,ME,Greenbush,1771,45.08,-68.59
4419,ME,Carmel,2794,44.79,-69.05
4421,ME,Castine,1366,44.38,-68.8
4422,ME,Charleston,1409,45.08,-69.04
4424,ME,Danforth,823,45.66,-67.86
4426,ME,Dover Foxcroft,4720,45.21,-69.18
4427,ME,Corinth,2858,44.98,-69.01
4428,ME,Eddington,3146,44.82,-68.69
4429,ME,Holden,4717,44.75,-68.67
4430,ME,East Millinocket,1728,45.62,-68.57
4431,ME,East Orland,81,44.58,-68.66
4434,ME,Etna,1246,44.82,-69.11
4435,ME,Exeter,1092,44.97,-69.14
4438,ME,Frankfort,1124,44.6,-68.87
4441,ME,Greenville,1840,45.46,-69.59
4442,ME,Greenville Junction,93,45.47,-69.69
4443,ME,Guilford,2537,45.16,-69.38
4444,ME,Hampden,8824,44.74,-68.83
4448,ME,Howland,1431,45.25,-68.66
4449,ME,Hudson,1489,45,-68.88
4450,ME,Kenduskeag,1368,44.91,-68.93
4451,ME,Kingman,259,45.54,-68.2
4453,ME,Lagrange,779,45.16,-68.84
4454,ME,Lambert Lake,69,45.54,-67.52
4455,ME,Lee,923,45.36,-68.28
4456,ME,Levant,2851,44.86,-68.93
4457,ME,Lincoln,5948,45.36,-68.5
4459,ME,Mattawamkeag,773,45.51,-68.35
4460,ME,Medway,1419,45.6,-68.53
4461,ME,Milford,3070,44.94,-68.64
4462,ME,Millinocket,4835,45.65,-68.69
4463,ME,Milo,2847,45.25,-68.98
4464,ME,Monson,684,45.28,-69.5
4468,ME,Old Town,9521,44.95,-68.73
4469,ME,Orono,2702,44.88,-68.68
4471,ME,Orient,609,45.81,-67.84
4472,ME,Orland,2144,44.57,-68.73
4473,ME,Orono,7660,44.88,-68.68
4474,ME,Orrington,3733,44.73,-68.82
4475,ME,Passadumkeag,418,45.18,-68.61
4476,ME,Penobscot,1259,44.46,-68.71
4478,ME,Rockwood,316,45.67,-69.74
4479,ME,Sangerville,1343,45.16,-69.35
4481,ME,Sebec,559,45.27,-69.11
4485,ME,Shirley Mills,233,45.35,-69.63
4487,ME,Springfield,964,45.39,-68.13
4488,ME,Stetson,1202,44.89,-69.14
4489,ME,Stillwater,197,45.01,-68.72
4490,ME,Topsfield,273,45.41,-67.73
4491,ME,Vanceboro,140,45.56,-67.43
4492,ME,Waite,166,45.32,-67.69
4493,ME,West Enfield,1967,45.26,-68.58
4495,ME,Winn,407,45.48,-68.37
4496,ME,Winterport,3757,44.65,-68.85
4497,ME,Wytopitlock,389,45.64,-68.07
4530,ME,Bath,10818,43.93,-69.83
4535,ME,Alna,709,44.1,-69.6
4537,ME,Boothbay,2073,43.87,-69.63
4538,ME,Boothbay Harbor,2080,43.85,-69.62
4539,ME,Bristol,1168,43.95,-69.5
4541,ME,Chamberlain,80,43.88,-69.49
4543,ME,Damariscotta,2218,44.03,-69.51
4544,ME,East Boothbay,724,43.82,-69.59
4547,ME,Friendship,1152,43.98,-69.33
4548,ME,Georgetown,1042,43.8,-69.74
4551,ME,Bremen,806,44,-69.42
4553,ME,Newcastle,1752,44.03,-69.53
4554,ME,New Harbor,710,43.85,-69.5
4555,ME,Nobleboro,1643,44.07,-69.48
4556,ME,Edgecomb,1249,43.95,-69.63
4558,ME,Pemaquid,308,43.89,-69.52
4562,ME,Phippsburg,2216,43.82,-69.81
4563,ME,Cushing,1534,44.01,-69.24
4564,ME,Round Pond,489,43.91,-69.46
4568,ME,South Bristol,391,43.86,-69.56
4570,ME,Squirrel Island,2,43.8,-69.63
4571,ME,Trevett,323,43.89,-69.67
4572,ME,Waldoboro,5075,44.09,-69.38
4573,ME,Walpole,501,43.94,-69.55
4574,ME,Washington,1510,44.27,-69.36
4575,ME,West Boothbay Harbor,85,43.85,-69.65
4576,ME,Southport,604,43.84,-69.65
4578,ME,Wiscasset,4450,44.01,-69.67
4579,ME,Woolwich,3072,43.96,-69.78
4605,ME,Ellsworth,12974,44.58,-68.49
4606,ME,Addison,1272,45.08,-67.46
4607,ME,Gouldsboro,1182,44.47,-68.03
4609,ME,Bar Harbor,5222,44.38,-68.21
4611,ME,Beals,508,44.48,-67.58
4612,ME,Bernard,589,44.24,-68.35
4613,ME,Birch Harbor,183,44.38,-68.04
4614,ME,Blue Hill,2579,44.41,-68.58
4616,ME,Brooklin,824,44.26,-68.56
4617,ME,Brooksville,811,44.34,-68.68
4619,ME,Calais,3121,45.13,-67.2
4622,ME,Cherryfield,1412,44.6,-67.92
4623,ME,Columbia Falls,1054,44.65,-67.72
4624,ME,Corea,184,44.41,-67.99
4625,ME,Cranberry Isles,47,44.24,-68.26
4626,ME,Cutler,507,44.69,-67.21
4627,ME,Deer Isle,1636,44.22,-68.67
4628,ME,Dennysville,703,44.9,-67.22
4629,ME,East Blue Hill,107,44.44,-68.54
4630,ME,East Machias,1398,44.73,-67.39
4631,ME,Eastport,1331,44.91,-67.01
4634,ME,Franklin,1923,44.58,-68.23
4635,ME,Frenchboro,61,44.11,-68.36
4637,ME,Grand Lake Stream,136,45.17,-67.77
4640,ME,Hancock,2261,44.52,-68.25
4642,ME,Harborside,123,44.33,-68.79
4643,ME,Harrington,1018,44.61,-67.81
4644,ME,Hulls Cove,13,44.42,-68.27
4645,ME,Isle Au Haut,73,44.04,-68.62
4646,ME,Islesford,94,44.3,-68.27
4648,ME,Jonesboro,580,44.66,-67.57
4649,ME,Jonesport,1370,44.53,-67.59
4650,ME,Little Deer Isle,235,44.28,-68.71
4652,ME,Lubec,1690,44.79,-67.11
4653,ME,Bass Harbor,490,44.15,-68.43
4654,ME,Machias,3424,44.7,-67.47
4655,ME,Machiasport,1119,44.69,-67.39
4657,ME,Meddybemps,363,45.03,-67.35
4658,ME,Milbridge,1353,44.52,-67.88
4660,ME,Mount Desert,1309,44.31,-68.36
4662,ME,Northeast Harbor,488,44.3,-68.36
4664,ME,Sullivan,1238,44.53,-68.15
4666,ME,Pembroke,1172,44.95,-67.16
4667,ME,Perry,1638,44.97,-67.07
4668,ME,Princeton,1680,45.22,-67.57
4669,ME,Prospect Harbor,204,44.42,-68.03
4671,ME,Robbinston,576,45.06,-67.16
4673,ME,Sargentville,112,44.32,-68.7
4674,ME,Seal Cove,484,44.3,-68.41
4675,ME,Seal Harbor,253,44.29,-68.24
4676,ME,Sedgwick,1088,44.3,-68.61
4677,ME,Sorrento,274,44.49,-68.18
4679,ME,Southwest Harbor,1767,44.27,-68.33
4680,ME,Steuben,1131,44.51,-67.96
4681,ME,Stonington,1043,44.18,-68.67
4683,ME,Sunset,104,44.22,-68.7
4684,ME,Surry,1466,44.49,-68.5
4685,ME,Swans Island,332,44.14,-68.45
4686,ME,Wesley,114,44.95,-67.66
4691,ME,Whiting,441,44.79,-67.17
4693,ME,Winter Harbor,516,44.39,-68.08
4694,ME,Baileyville,2376,45.09,-67.46
4730,ME,Houlton,9992,46.11,-67.83
4732,ME,Ashland,1670,46.63,-68.4
4733,ME,Benedicta,221,45.8,-68.41
4734,ME,Blaine,800,46.5,-67.86
4735,ME,Bridgewater,617,46.42,-67.84
4736,ME,Caribou,9876,46.86,-67.99
4739,ME,Eagle Lake,1112,47.04,-68.59
4740,ME,Easton,1287,46.64,-67.91
4741,ME,Estcourt Station,3,47.4,-69.17
4742,ME,Fort Fairfield,3496,46.76,-67.83
4743,ME,Fort Kent,4676,47.26,-68.57
4745,ME,Frenchville,1082,47.28,-68.38
4746,ME,Grand Isle,470,47.3,-68.15
4747,ME,Island Falls,1337,46,-68.27
4750,ME,Limestone,2603,46.91,-67.83
4756,ME,Madawaska,3344,47.34,-68.33
